13.5625	  0.826	0.9867	0.9896	0.9859	1.0053
13.625	  0.828	0.9941	0.9947	0.9937	1.009
13.6875	  0.696	0.9952	0.9958	1.0023	1.0027
13.75	  0.641	0.992	0.9955	0.9962	1.0021
13.8125	  0.742	0.9858	0.9952	1.0018	1.007
13.875	  0.889	0.988	0.9973	1.0026	1.0117
13.9375	  0.996	0.9931	0.9941	1.0067	1.0162
14	  0.951	0.9936	0.9995	1.0091	1.0162
14.0625	  0.859	0.9922	1.005	1.0105	1.0077
14.125	  0.887	0.9934	1.0085	1.0146	0.9982
14.1875	  0.986	0.9897	1.0113	1.0086	1.0048
14.25	  1.227	0.9942	1.0096	1.0034	0.999
14.3125	  1.290	0.9961	1.0119	0.9963	1.0013
14.375	  1.162	1.0037	1.0086	0.9937	1.0015
14.4375	  1.167	1.0121	0.9996	0.9931	1.0012
14.5	  1.357	1.0023	0.992	0.9989	0.9963
14.5625	  1.515	1.0025	0.9962	1.0108	0.9947
14.625	  1.482	1.0026	0.9974	1.015	0.9924
14.6875	  1.133	0.9997	1.001	1.0092	0.9929
14.75	  0.806	0.9957	1.0041	1.0056	0.9924
14.8125	  0.806	0.9967	0.9986	0.9959	0.9979
14.875	  0.957	0.9983	1.002	0.9905	1.007
14.9375	  0.976	1.0007	0.9962	0.9932	1.0107
15	  0.947	0.9968	0.993	0.9924	1.0109
15.0625	  0.920	1.0025	0.9904	0.9944	1.0118
15.125	  0.922	0.9989	0.9887	1.0017	1.0138
15.1875	  0.949	0.9974	0.9866	1.0104	1.0138
15.25	  0.951	0.9947	0.991	1.0104	1.0093
15.3125	  0.946	0.9883	0.9992	1.0056	1.0033
15.375	  0.960	0.9891	1.0091	0.9975	0.9987
15.4375	  1.025	0.9908	1.011	0.9977	0.9969
15.5	  1.052	0.9909	1.0093	0.9993	0.9926
15.5625	  0.926	0.9911	1.0103	0.9967	0.9959
15.625	  0.850	1.0027	1.0042	0.9967	0.9929
15.6875	  0.766	1.0166	0.9997	0.9938	0.9903
15.75	  0.758	1.0163	1.0018	0.9998	0.9879
15.8125	  0.819	1.0146	1.0035	0.9999	0.9873
15.875	  0.948	1.0181	1.0092	0.9941	0.9828
15.9375	  1.094	1.0097	1.0139	0.992	0.9756
16	  1.041	1.0081	1.011	0.9903	0.9731
